Date,Open,High,Low,Close,Open_Close,high_low
2009-08-31,31.98,35.18,29.0,33.45,1.4700000000000024,6.18
2009-09-30,33.8,41.3,32.0,40.99,7.190000000000005,9.299999999999997
2009-10-31,41.2,52.34,36.8,47.31,6.109999999999999,15.540000000000006
2009-11-30,46.58,54.98,42.84,50.57,3.990000000000002,12.139999999999993
2009-12-31,50.98,55.67,48.6,53.41,2.4299999999999997,7.07
2010-01-31,53.6,57.58,46.42,49.84,-3.759999999999998,11.159999999999997
2010-02-28,49.0,51.48,44.6,47.32,-1.6799999999999997,6.8799999999999955
2010-03-31,47.8,52.06,47.3,50.97,3.1700000000000017,4.760000000000005
2010-04-30,50.67,59.48,48.8,57.1,6.43,10.68
2010-05-31,56.94,58.08,50.66,57.57,0.6300000000000026,7.420000000000002
2010-06-30,56.7,59.9,52.6,53.83,-2.8700000000000045,7.299999999999997
2010-07-31,53.55,60.94,53.02,58.99,5.440000000000005,7.919999999999995
2010-08-31,59.4,68.88,59.01,62.22,2.8200000000000003,9.869999999999997
2010-09-30,62.8,71.74,62.51,70.3,7.5,9.229999999999997
2010-10-31,70.9,76.0,68.21,71.86,0.9599999999999937,7.790000000000006
2010-11-30,72.2,77.6,58.0,61.21,-10.990000000000002,19.599999999999994
2010-12-31,61.8,68.36,55.44,62.54,0.740000000000002,12.920000000000002
2011-01-31,62.98,63.54,49.39,52.59,-10.389999999999993,14.149999999999999
2011-02-28,53.0,57.69,46.71,51.29,-1.7100000000000009,10.979999999999997
2011-03-31,51.84,65.2,50.8,61.98,10.139999999999993,14.400000000000006
2011-04-30,62.0,68.26,60.5,61.02,-0.9799999999999969,7.760000000000005
2011-05-31,61.26,61.68,54.5,60.07,-1.1899999999999977,7.18
2011-06-30,60.4,63.39,54.8,62.38,1.980000000000004,8.590000000000003
2011-07-31,63.0,68.0,61.36,62.13,-0.8699999999999974,6.640000000000001
2011-08-31,62.9,63.96,50.51,55.61,-7.289999999999999,13.450000000000003
2011-09-30,56.0,60.08,51.2,54.5,-1.5,8.879999999999995
2011-10-31,53.8,64.8,48.1,62.9,9.100000000000001,16.699999999999996
2011-11-30,62.2,63.7,52.04,54.49,-7.710000000000001,11.660000000000004
2011-12-31,57.0,59.8,47.4,47.72,-9.280000000000001,12.399999999999999
2012-01-31,47.92,66.5,46.11,65.99,18.069999999999993,20.39
2012-02-29,65.9,74.8,63.6,69.14,3.239999999999995,11.199999999999996
2012-03-31,69.0,77.88,66.2,73.46,4.459999999999994,11.679999999999993
2012-04-30,73.62,76.1,69.11,70.07,-3.5500000000000114,6.989999999999995
2012-05-31,70.4,70.59,58.85,66.02,-4.38000000000001,11.740000000000002
2012-06-30,65.45,70.6,62.14,67.83,2.3799999999999955,8.459999999999994
2012-07-31,68.15,73.19,67.57,72.85,4.699999999999989,5.6200000000000045
2012-08-31,73.0,74.78,65.27,65.97,-7.030000000000001,9.510000000000005
2012-09-30,66.2,77.69,64.46,76.44,10.239999999999995,13.230000000000004
2012-10-31,76.4,84.2,75.6,82.29,5.890000000000001,8.600000000000009
2012-11-30,82.54,89.6,82.22,88.48,5.939999999999998,7.3799999999999955
2012-12-31,89.2,95.0,88.01,92.84,3.6400000000000006,6.989999999999995
2013-01-31,93.2,107.0,93.2,104.41,11.209999999999994,13.799999999999997
2013-02-28,104.41,107.8,93.4,94.5,-9.909999999999997,14.399999999999991
2013-03-31,94.0,100.15,83.42,85.71,-8.290000000000006,16.730000000000004
2013-04-30,85.7,101.8,83.43,100.28,14.579999999999998,18.36999999999999
2013-05-31,100.99,109.43,97.2,97.49,-3.5,12.230000000000004
2013-06-30,99.0,102.94,87.15,92.2,-6.799999999999997,15.789999999999992
2013-07-31,92.4,100.4,57.71,64.76,-27.64,42.690000000000005
2013-08-31,66.0,67.81,43.22,48.65,-17.35,24.590000000000003
2013-09-30,49.2,78.94,44.8,57.5,8.299999999999997,34.14
2013-10-31,58.0,76.44,56.08,73.76,15.760000000000005,20.36
2013-11-30,74.0,77.27,64.65,73.74,-0.2600000000000051,12.61999999999999
2013-12-31,74.4,83.0,71.63,74.02,-0.38000000000000966,11.370000000000005
2014-01-31,74.74,76.35,60.8,61.59,-13.149999999999991,15.549999999999997
2014-02-28,61.54,62.7,58.42,60.95,-0.5899999999999963,4.280000000000001
2014-03-31,60.52,83.36,60.34,82.7,22.18,23.019999999999996
2014-04-30,83.45,94.98,80.8,88.14,4.689999999999998,14.180000000000007
2014-05-31,88.8,117.6,86.98,113.89,25.090000000000003,30.61999999999999
2014-06-30,114.8,117.57,101.62,108.38,-6.420000000000002,15.949999999999989
2014-07-31,108.43,114.46,100.44,108.21,-0.22000000000001307,14.019999999999996
2014-08-31,107.4,118.69,103.31,114.33,6.929999999999993,15.379999999999995
2014-09-30,114.6,126.85,107.18,111.7,-2.8999999999999915,19.669999999999987
2014-10-31,112.1,137.8,109.2,136.83,24.730000000000018,28.60000000000001
2014-11-30,137.1,143.91,132.44,142.08,4.980000000000018,11.469999999999999
2014-12-31,142.08,155.0,134.0,154.57,12.48999999999998,21.0
2015-01-31,154.4,179.0,150.47,172.5,18.099999999999994,28.53
2015-02-28,172.5,173.88,156.1,172.55,0.05000000000001137,17.78
2015-03-31,174.8,182.0,156.8,163.31,-11.490000000000009,25.19999999999999
2015-04-30,162.8,172.8,154.53,167.96,5.159999999999997,18.27000000000001
2015-05-31,170.0,176.96,157.8,176.52,6.52000000000001,19.159999999999997
2015-06-30,177.0,179.4,158.9,168.6,-8.400000000000006,20.5
2015-07-31,169.0,175.58,156.45,165.74,-3.259999999999991,19.130000000000024
2015-08-31,165.9,169.19,118.0,137.9,-28.0,51.19
2015-09-30,135.61,155.5,127.0,145.92,10.309999999999974,28.5
2015-10-31,146.96,155.94,141.73,151.82,4.859999999999985,14.210000000000008
2015-11-30,151.73,157.96,144.03,153.3,1.5700000000000216,13.930000000000007
2015-12-31,153.0,154.52,133.71,145.23,-7.77000000000001,20.810000000000002
2016-01-31,145.0,149.9,126.45,149.38,4.3799999999999955,23.450000000000003
2016-02-29,150.4,157.85,132.74,137.67,-12.730000000000018,25.109999999999985
2016-03-31,138.8,175.12,138.35,172.91,34.109999999999985,36.77000000000001
2016-04-30,172.02,190.44,165.33,188.73,16.70999999999998,25.109999999999985
2016-05-31,189.8,209.0,181.28,206.39,16.589999999999975,27.72
2016-06-30,206.4,223.0,201.14,221.3,14.900000000000006,21.860000000000014
2016-07-31,221.96,247.18,221.35,243.44,21.47999999999999,25.830000000000013
2016-08-31,244.0,275.0,240.68,272.56,28.560000000000002,34.31999999999999
2016-09-30,273.3,290.0,231.2,250.85,-22.450000000000017,58.80000000000001
2016-10-31,253.41,265.5,245.8,253.52,0.11000000000001364,19.69999999999999
2016-11-30,255.0,262.72,219.1,234.28,-20.72,43.62000000000003
2016-12-31,235.4,245.0,218.25,231.26,-4.140000000000015,26.75
2017-01-31,231.98,284.31,226.3,279.1,47.12000000000003,58.00999999999999
2017-02-28,280.4,294.19,275.61,290.56,10.160000000000025,18.579999999999984
2017-03-31,290.6,311.57,283.6,309.82,19.21999999999997,27.96999999999997
2017-04-30,309.6,330.58,300.2,326.14,16.539999999999964,30.379999999999995
2017-05-31,326.0,330.3,275.15,286.38,-39.620000000000005,55.150000000000034
2017-06-30,286.66,306.34,280.21,292.37,5.7099999999999795,26.129999999999995
2017-07-31,293.04,372.0,290.78,361.96,68.91999999999996,81.22000000000003
2017-08-31,363.0,368.52,337.37,351.15,-11.850000000000023,31.149999999999977
2017-09-30,351.0,383.25,345.5,350.0,-1.0,37.75
2017-10-31,354.6,375.75,299.0,314.35,-40.25,76.75
2017-11-30,315.5,329.8,296.0,306.8,-8.699999999999989,33.80000000000001
2017-12-31,307.2,319.0,300.65,315.05,7.850000000000023,18.350000000000023
2018-01-31,314.0,366.0,307.35,354.45,40.44999999999999,58.64999999999998
2018-02-28,355.0,366.5,304.65,322.25,-32.75,61.85000000000002
2018-03-31,320.7,325.8,285.1,304.9,-15.800000000000011,40.69999999999999
2018-04-30,305.0,368.75,303.3,362.05,57.05000000000001,65.44999999999999
2018-05-31,362.85,364.4,325.7,346.2,-16.650000000000034,38.69999999999999
2018-06-30,348.0,350.1,327.35,339.6,-8.399999999999977,22.75
2018-07-31,340.0,393.35,332.45,367.9,27.899999999999977,60.900000000000034
2018-08-31,369.95,404.0,338.0,343.4,-26.55000000000001,66.0
2018-09-30,347.2,350.0,166.15,183.45,-163.75,183.85
2018-10-31,180.0,268.45,168.6,188.05,8.050000000000011,99.85
2018-11-30,192.0,231.4,147.0,169.65,-22.349999999999994,84.4
2018-12-31,174.0,194.3,160.2,181.75,7.75,34.10000000000002
2019-01-31,182.85,236.3,181.15,194.3,11.450000000000017,55.150000000000006
2019-02-28,197.0,236.9,167.65,231.2,34.19999999999999,69.25
2019-03-31,234.6,281.3,228.8,275.05,40.45000000000002,52.5
2019-04-30,277.0,285.9,165.3,168.0,-109.0,120.59999999999997
2019-05-31,163.3,178.05,133.05,147.95,-15.350000000000023,45.0
2019-06-30,147.95,153.8,98.75,108.7,-39.249999999999986,55.05000000000001
2019-07-31,109.6,110.6,81.75,91.3,-18.299999999999997,28.849999999999994
2019-08-31,89.2,92.4,53.15,59.5,-29.700000000000003,39.25000000000001
2019-09-30,59.5,72.55,40.95,41.45,-18.049999999999997,31.599999999999994
2019-10-31,42.0,76.65,29.05,70.45,28.450000000000003,47.60000000000001
2019-11-30,71.0,75.35,59.95,68.3,-2.700000000000003,15.399999999999991
2019-12-31,70.0,70.5,40.7,46.95,-23.049999999999997,29.799999999999997
2020-01-31,46.9,48.5,36.55,39.2,-7.699999999999996,11.950000000000003
2020-02-29,39.1,40.7,33.6,34.55,-4.550000000000004,7.100000000000001
2020-03-31,35.2,87.95,5.55,22.45,-12.750000000000004,82.4
2020-04-30,22.3,30.45,20.3,27.95,5.649999999999999,10.149999999999999
2020-05-31,27.8,31.6,25.2,26.85,-0.9499999999999993,6.400000000000002
2020-06-30,27.75,31.95,25.55,25.6,-2.1499999999999986,6.399999999999999
2020-07-31,25.6,28.3,11.1,11.95,-13.650000000000002,17.200000000000003
2020-08-31,12.0,17.16,11.85,14.37,2.369999999999999,5.3100000000000005
2020-09-30,14.3,15.34,12.75,13.15,-1.1500000000000004,2.59
2020-10-31,13.3,14.01,12.11,12.42,-0.8800000000000008,1.9000000000000004
2020-11-30,12.41,14.9,12.21,14.67,2.26,2.6899999999999995
